accommodates,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,availability_30,review_scores_cleanliness,availability_60,availability_90,availability_365,priceClass
2,1.0,1.0,1,21,94.0,13,9.0,13,13,13,0.0
4,1.0,2.0,2,1125,99.0,23,10.0,53,83,356,1.0
4,2.0,2.0,2,1125,82.0,1,9.0,1,1,248,0.0
2,1.0,1.0,1,30,98.0,8,10.0,36,65,145,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,5,185,1.0
6,3.0,3.0,2,10,100.0,22,10.0,42,70,250,1.0
13,4.0,5.0,3,1125,99.0,16,10.0,24,50,221,1.0
4,2.0,2.0,2,1125,96.0,16,10.0,34,63,338,1.0
2,1.0,1.0,3,29,98.0,0,10.0,9,39,262,1.0
2,1.0,1.0,1,1125,100.0,18,9.0,36,64,339,1.0
3,2.0,2.0,2,1125,91.0,5,8.0,19,37,60,1.0
2,1.0,1.0,1,30,100.0,24,10.0,54,84,84,0.0
4,2.0,2.0,1,29,97.0,8,10.0,36,65,145,0.0
4,1.0,2.0,2,30,99.0,1,10.0,9,19,19,0.0
2,1.0,1.0,2,1125,100.0,9,10.0,15,45,45,0.0
3,1.0,1.0,2,1125,100.0,17,10.0,42,72,72,0.0
2,1.0,1.0,30,1125,100.0,0,10.0,18,18,60,0.0
4,2.0,2.0,2,7,98.0,17,10.0,31,61,334,1.0
6,2.0,3.0,3,30,100.0,20,10.0,42,72,252,1.0
2,1.0,1.0,2,21,100.0,13,10.0,13,15,15,0.0
3,1.0,2.0,2,15,100.0,23,10.0,49,49,240,1.0
3,1.0,1.0,2,14,80.0,23,10.0,49,49,55,1.0
4,1.0,1.0,2,30,100.0,8,10.0,14,19,294,1.0
3,1.0,1.0,2,1125,100.0,9,10.0,39,69,144,0.0
2,2.0,2.0,30,1125,100.0,0,8.0,6,36,311,0.0
3,1.0,1.0,2,14,100.0,25,10.0,51,51,51,1.0
4,1.0,1.0,1,11,98.0,5,10.0,16,43,291,0.0
8,3.0,4.0,2,1125,100.0,14,10.0,22,52,320,1.0
3,1.0,2.0,2,1125,100.0,17,10.0,47,77,352,0.0
2,1.0,1.0,1,1125,99.0,18,10.0,45,45,45,0.0
6,3.0,3.0,3,1125,97.0,7,9.0,21,51,326,1.0
2,1.0,1.0,1,1125,99.0,6,10.0,31,61,336,0.0
2,1.0,1.0,1,1125,97.0,13,10.0,38,64,244,0.0
8,3.0,5.0,2,1125,90.0,12,10.0,31,61,336,1.0
7,2.0,4.0,29,1125,100.0,13,10.0,43,73,224,0.0
6,3.0,4.0,2,1125,97.0,10,10.0,26,56,331,1.0
2,1.0,1.0,1,15,97.0,11,10.0,11,11,11,0.0
2,1.0,1.0,1,15,93.0,0,9.0,0,0,0,0.0
5,3.0,3.0,29,1125,100.0,9,10.0,39,69,159,0.0
3,1.0,2.0,2,90,100.0,15,10.0,45,75,160,0.0
2,1.0,1.0,1,15,100.0,11,10.0,11,11,11,0.0
1,1.0,1.0,1,13,98.0,1,10.0,1,1,1,0.0
2,1.0,1.0,1,1125,100.0,0,10.0,11,37,300,0.0
4,2.0,2.0,2,5,100.0,10,10.0,25,55,145,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,160,0.0
4,2.0,2.0,2,7,100.0,2,10.0,7,7,7,0.0
4,2.0,2.0,3,1125,100.0,7,10.0,28,58,333,1.0
4,1.0,2.0,1,1125,100.0,1,10.0,5,24,101,0.0
9,4.0,5.0,2,14,90.0,10,9.0,15,27,78,1.0
4,2.0,3.0,2,30,95.0,5,10.0,6,6,6,1.0
9,3.0,5.0,2,1125,100.0,16,10.0,37,62,337,1.0
4,2.0,2.0,2,30,100.0,11,10.0,25,55,330,0.0
6,1.0,5.0,1,1125,99.0,20,10.0,48,78,352,0.0
2,1.0,1.0,2,1125,100.0,23,10.0,45,75,255,1.0
1,1.0,1.0,1,7,100.0,11,10.0,11,11,11,0.0
3,1.0,2.0,1,4,100.0,4,10.0,8,11,11,0.0
2,1.0,1.0,2,1125,100.0,9,10.0,22,45,45,0.0
4,2.0,2.0,90,180,97.0,0,10.0,0,0,167,0.0
2,1.0,1.0,60,180,96.0,0,10.0,0,0,0,0.0
4,2.0,4.0,30,1125,97.0,0,10.0,0,0,146,1.0
12,2.0,6.0,2,365,98.0,7,10.0,8,12,247,1.0
3,1.0,1.0,2,3,98.0,2,10.0,5,26,26,0.0
6,2.0,2.0,30,120,95.0,7,9.0,7,28,117,1.0
4,1.0,2.0,1,1125,99.0,5,10.0,20,42,306,0.0
6,2.0,2.0,2,90,95.0,15,10.0,38,61,61,1.0
4,1.0,1.0,1,1125,98.0,0,10.0,0,0,0,0.0
3,1.0,1.0,1,14,99.0,0,10.0,0,25,25,0.0
2,1.0,1.0,1,14,99.0,0,10.0,0,24,24,0.0
2,1.0,1.0,2,160,98.0,5,10.0,27,51,231,0.0
2,1.0,1.0,2,120,99.0,13,10.0,37,63,153,0.0
2,1.0,1.0,2,21,98.0,0,10.0,0,0,0,0.0
1,1.0,0.0,2,45,100.0,28,10.0,58,88,177,1.0
4,1.0,2.0,3,1125,97.0,22,10.0,52,82,172,0.0
4,2.0,2.0,1,1125,98.0,12,10.0,33,63,145,0.0
8,3.0,3.0,1,15,98.0,10,10.0,35,59,142,1.0
3,2.0,2.0,1,1125,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,28,100.0,0,10.0,9,39,218,0.0
2,1.0,1.0,3,30,98.0,10,10.0,32,62,337,1.0
4,2.0,2.0,2,30,99.0,7,10.0,8,8,272,1.0
2,1.0,1.0,3,1125,93.0,0,10.0,0,0,206,0.0
4,1.0,2.0,1,90,99.0,0,10.0,22,31,31,0.0
6,3.0,4.0,2,1125,88.0,0,9.0,1,1,178,1.0
2,1.0,1.0,1,14,99.0,1,10.0,16,37,217,0.0
15,4.0,7.0,2,1125,99.0,17,10.0,35,51,309,1.0
12,3.0,5.0,3,1125,98.0,12,9.0,37,60,324,1.0
2,1.0,1.0,2,1125,98.0,0,10.0,0,0,0,1.0
2,1.0,1.0,3,180,97.0,0,10.0,0,0,0,0.0
4,2.0,3.0,3,180,97.0,4,10.0,11,29,293,1.0
2,1.0,1.0,3,180,98.0,1,10.0,11,34,308,0.0
8,3.0,4.0,2,1125,98.0,0,10.0,0,0,0,1.0
6,3.0,3.0,2,1125,100.0,20,10.0,42,69,344,1.0
2,1.0,1.0,1,7,100.0,8,10.0,32,55,289,1.0
2,1.0,1.0,1,5,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,87.0,16,9.0,19,38,313,1.0
16,6.0,7.0,2,28,98.0,11,10.0,23,29,146,1.0
4,1.0,1.0,2,1125,91.0,10,9.0,33,63,338,1.0
5,1.0,5.0,1,7,97.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,30,99.0,6,10.0,12,19,110,1.0
1,1.0,1.0,1,15,93.0,25,10.0,33,33,33,0.0
4,1.0,1.0,2,31,97.0,12,10.0,37,67,156,0.0
3,1.0,2.0,2,14,97.0,11,10.0,41,71,346,0.0
10,4.0,5.0,2,1125,87.0,10,9.0,18,37,290,1.0
1,1.0,1.0,1,28,97.0,0,10.0,0,0,0,0.0
2,1.0,1.0,1,21,94.0,0,9.0,0,0,0,0.0
4,1.0,2.0,2,1125,99.0,17,10.0,47,77,349,1.0
4,2.0,2.0,2,1125,82.0,4,9.0,4,4,236,1.0
2,1.0,1.0,1,30,98.0,0,10.0,0,0,0,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,170,1.0
6,3.0,3.0,2,10,100.0,22,10.0,48,74,251,1.0
4,2.0,2.0,3,13,100.0,0,8.0,0,21,201,0.0
13,5.0,6.0,3,1125,99.0,0,10.0,0,0,0,1.0
4,2.0,2.0,2,1125,96.0,0,10.0,0,0,0,1.0
2,1.0,1.0,3,29,98.0,0,10.0,0,0,0,1.0
2,1.0,1.0,1,1125,100.0,13,9.0,32,54,329,1.0
3,2.0,2.0,2,1125,93.0,9,8.0,17,36,126,0.0
2,1.0,1.0,1,30,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,1,29,97.0,9,10.0,30,60,139,0.0
2,1.0,1.0,2,31,100.0,0,10.0,22,52,142,0.0
4,1.0,2.0,2,30,99.0,5,10.0,18,36,36,0.0
2,1.0,1.0,2,1125,100.0,6,10.0,18,39,39,0.0
3,1.0,1.0,2,1125,100.0,12,10.0,42,72,72,0.0
2,1.0,1.0,30,1125,100.0,0,10.0,8,18,45,0.0
4,2.0,2.0,2,7,98.0,0,10.0,0,0,0,1.0
6,2.0,3.0,3,30,100.0,14,10.0,37,67,246,1.0
2,1.0,1.0,2,21,100.0,0,10.0,0,0,0,0.0
3,1.0,1.0,2,14,80.0,18,10.0,48,59,59,1.0
4,1.0,1.0,2,30,100.0,5,10.0,6,27,302,1.0
3,1.0,1.0,2,1125,100.0,7,10.0,32,62,152,0.0
2,2.0,2.0,30,1125,100.0,0,8.0,0,0,0,0.0
3,1.0,1.0,2,14,100.0,18,10.0,48,59,59,1.0
4,1.0,1.0,1,11,98.0,3,10.0,17,38,291,0.0
8,3.0,4.0,2,1125,100.0,16,10.0,31,51,318,1.0
3,1.0,2.0,2,1125,100.0,15,10.0,39,69,344,0.0
2,1.0,1.0,1,1125,99.0,17,10.0,47,59,59,0.0
6,3.0,3.0,3,1125,96.0,2,9.0,24,44,319,1.0
2,1.0,1.0,1,1125,99.0,6,10.0,30,59,334,0.0
2,1.0,1.0,1,1125,97.0,7,10.0,35,65,245,0.0
8,3.0,5.0,2,1125,90.0,12,10.0,34,57,331,1.0
3,1.0,2.0,2,1125,99.0,5,10.0,30,59,334,0.0
6,3.0,4.0,2,1125,96.0,0,10.0,0,0,0,1.0
2,1.0,1.0,1,15,96.0,21,9.0,21,21,21,0.0
2,1.0,1.0,1,15,100.0,0,10.0,0,0,0,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,24,54,143,0.0
3,1.0,2.0,2,90,100.0,13,10.0,37,59,149,0.0
2,1.0,1.0,1,15,100.0,6,10.0,6,6,6,0.0
1,1.0,1.0,1,13,97.0,11,10.0,11,11,11,0.0
2,1.0,1.0,1,1125,100.0,1,10.0,10,34,298,0.0
4,2.0,2.0,2,5,100.0,6,10.0,26,46,136,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,145,0.0
4,2.0,2.0,2,7,100.0,6,10.0,14,14,14,0.0
4,2.0,2.0,4,1125,100.0,0,10.0,0,0,0,1.0
4,1.0,2.0,1,1125,100.0,0,10.0,8,24,114,0.0
2,1.0,1.0,1,1125,100.0,15,10.0,39,69,158,0.0
9,4.0,5.0,2,14,100.0,6,10.0,12,33,122,1.0
4,2.0,3.0,2,7,93.0,0,10.0,0,0,0,1.0
9,3.0,5.0,2,1125,100.0,15,10.0,40,65,340,1.0
4,2.0,2.0,2,30,100.0,13,10.0,34,61,336,0.0
6,1.0,5.0,1,1125,98.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,1125,100.0,0,10.0,0,0,0,1.0
4,2.0,2.0,90,180,97.0,0,10.0,0,0,137,0.0
2,1.0,1.0,60,180,96.0,0,10.0,0,0,101,0.0
4,2.0,4.0,30,1125,97.0,0,10.0,0,23,178,1.0
3,1.0,1.0,2,3,98.0,0,10.0,0,0,0,0.0
6,2.0,2.0,30,120,95.0,0,9.0,7,7,88,1.0
4,1.0,2.0,1,1125,98.0,3,10.0,15,36,302,0.0
6,2.0,2.0,2,90,95.0,0,10.0,0,0,0,1.0
4,1.0,1.0,1,1125,98.0,4,10.0,17,43,309,0.0
3,1.0,1.0,1,14,99.0,0,10.0,26,55,55,0.0
2,1.0,1.0,1,14,99.0,0,10.0,26,55,55,0.0
2,1.0,1.0,2,160,98.0,2,10.0,9,32,206,0.0
2,1.0,1.0,2,120,98.0,6,10.0,31,59,146,0.0
2,1.0,1.0,2,21,98.0,0,10.0,0,0,0,0.0
1,1.0,0.0,2,45,100.0,27,10.0,57,87,177,1.0
4,2.0,2.0,1,1125,98.0,1,10.0,21,51,135,0.0
8,3.0,3.0,1,90,98.0,2,10.0,14,39,213,1.0
3,2.0,2.0,1,1125,99.0,1,10.0,1,1,1,0.0
2,1.0,1.0,2,28,100.0,1,10.0,1,10,190,0.0
2,1.0,1.0,3,30,98.0,13,10.0,25,55,330,1.0
4,2.0,2.0,2,30,99.0,6,10.0,26,26,293,1.0
2,1.0,1.0,3,1125,93.0,0,10.0,0,0,266,0.0
6,3.0,4.0,2,1125,88.0,0,9.0,0,1,149,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,15,187,0.0
15,4.0,7.0,2,1125,100.0,19,10.0,37,58,319,1.0
12,3.0,5.0,3,1125,98.0,0,9.0,0,0,0,1.0
4,2.0,2.0,2,30,98.0,14,10.0,30,60,60,1.0
2,1.0,1.0,3,180,97.0,0,10.0,0,0,0,0.0
4,2.0,3.0,3,180,97.0,3,10.0,6,30,286,1.0
2,1.0,1.0,3,180,98.0,2,10.0,5,35,309,0.0
8,3.0,4.0,2,1125,98.0,8,10.0,24,42,317,1.0
6,3.0,3.0,2,1125,100.0,11,10.0,39,66,338,0.0
2,1.0,1.0,1,7,100.0,9,10.0,27,40,270,1.0
6,3.0,3.0,1,28,96.0,3,10.0,24,50,67,1.0
2,1.0,1.0,1,5,99.0,2,10.0,20,43,123,0.0
4,2.0,2.0,2,1125,88.0,0,10.0,0,0,0,1.0
16,6.0,7.0,2,28,98.0,0,10.0,0,0,0,1.0
4,1.0,1.0,2,1125,93.0,0,9.0,0,0,0,0.0
6,1.0,5.0,1,7,98.0,9,10.0,32,62,152,0.0
4,2.0,2.0,1,30,99.0,0,10.0,0,0,211,1.0
1,1.0,1.0,1,15,92.0,30,10.0,37,37,37,0.0
4,1.0,1.0,2,31,97.0,8,10.0,36,66,155,0.0
3,1.0,2.0,2,14,98.0,9,10.0,32,62,337,0.0
10,4.0,5.0,2,1125,90.0,8,10.0,22,35,288,1.0
4,1.0,2.0,2,1125,98.0,17,10.0,39,69,342,1.0
2,1.0,1.0,1,30,98.0,14,10.0,38,68,147,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,140,1.0
6,3.0,3.0,2,10,100.0,19,9.0,40,64,240,1.0
4,2.0,2.0,3,13,100.0,0,8.0,0,0,171,0.0
13,5.0,6.0,3,1125,99.0,8,10.0,23,47,214,1.0
4,2.0,2.0,2,1125,96.0,10,10.0,29,59,333,1.0
2,1.0,1.0,3,29,97.0,5,10.0,8,12,287,1.0
2,1.0,1.0,1,1125,100.0,12,9.0,33,52,319,1.0
3,2.0,2.0,2,1125,97.0,10,9.0,26,38,117,0.0
2,1.0,1.0,1,30,100.0,10,10.0,12,12,179,0.0
4,2.0,2.0,1,29,97.0,14,10.0,38,68,157,0.0
2,1.0,1.0,2,31,100.0,0,10.0,0,23,113,0.0
4,1.0,2.0,2,30,99.0,1,10.0,16,37,61,0.0
2,1.0,1.0,2,1125,100.0,0,10.0,0,0,0,0.0
3,1.0,1.0,2,1125,100.0,7,10.0,31,61,61,0.0
2,1.0,1.0,30,1125,100.0,0,10.0,0,9,107,0.0
4,2.0,2.0,2,7,97.0,14,10.0,34,60,319,1.0
6,2.0,3.0,3,30,100.0,16,10.0,40,67,247,1.0
2,1.0,1.0,2,21,100.0,11,10.0,41,70,70,0.0
2,1.0,1.0,2,30,100.0,3,10.0,23,24,291,0.0
3,1.0,1.0,2,1125,100.0,0,10.0,0,0,0,0.0
2,2.0,2.0,30,1125,100.0,0,8.0,0,0,267,0.0
8,3.0,4.0,30,1125,100.0,0,10.0,0,4,94,1.0
4,1.0,1.0,1,11,98.0,2,10.0,8,26,282,0.0
8,3.0,4.0,2,1125,100.0,13,10.0,32,56,321,1.0
3,1.0,2.0,2,1125,100.0,7,10.0,28,52,327,0.0
2,1.0,1.0,1,1125,100.0,0,10.0,0,0,0,0.0
6,3.0,3.0,3,1125,95.0,7,9.0,21,48,316,1.0
2,1.0,1.0,1,1125,99.0,2,10.0,25,55,330,0.0
2,1.0,1.0,1,1125,96.0,2,10.0,26,54,234,0.0
8,3.0,5.0,2,1125,100.0,11,10.0,35,57,332,1.0
4,1.0,3.0,2,1125,100.0,0,10.0,0,0,0,0.0
6,3.0,4.0,2,1125,100.0,4,10.0,27,52,327,1.0
2,1.0,1.0,1,15,93.0,0,9.0,0,0,0,0.0
2,1.0,1.0,1,15,100.0,0,10.0,0,0,0,0.0
5,3.0,3.0,29,1125,100.0,1,10.0,25,55,145,1.0
3,1.0,2.0,2,90,100.0,4,10.0,29,51,133,0.0
2,1.0,1.0,1,15,100.0,12,10.0,15,15,15,0.0
1,1.0,1.0,1,21,93.0,14,9.0,17,17,17,0.0
2,1.0,1.0,1,1125,100.0,0,10.0,2,5,276,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,116,0.0
4,2.0,2.0,90,180,97.0,0,10.0,0,19,203,0.0
2,1.0,1.0,60,180,96.0,0,10.0,22,52,206,0.0
4,2.0,4.0,30,1125,97.0,3,10.0,3,31,186,1.0
3,1.0,1.0,2,3,98.0,6,10.0,6,6,6,0.0
6,2.0,2.0,30,120,95.0,0,9.0,5,35,125,1.0
4,1.0,2.0,1,1125,98.0,9,10.0,19,38,297,0.0
6,2.0,2.0,2,90,95.0,15,10.0,31,57,58,1.0
4,1.0,1.0,1,1125,98.0,12,10.0,26,49,322,0.0
3,1.0,1.0,1,14,99.0,0,10.0,1,31,31,0.0
2,1.0,1.0,1,14,99.0,0,10.0,1,31,31,0.0
2,1.0,1.0,2,21,98.0,7,10.0,37,67,67,0.0
1,1.0,0.0,2,45,100.0,27,10.0,57,87,177,1.0
4,2.0,2.0,1,1125,98.0,14,10.0,21,49,139,0.0
8,3.0,3.0,1,90,98.0,0,10.0,18,36,126,1.0
2,1.0,1.0,2,28,100.0,0,10.0,1,1,166,0.0
2,1.0,1.0,3,30,98.0,15,10.0,28,53,328,0.0
4,2.0,2.0,2,30,99.0,2,10.0,8,33,275,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,15,177,0.0
4,2.0,2.0,2,30,97.0,15,10.0,39,65,65,1.0
2,1.0,1.0,2,1125,98.0,9,10.0,30,55,145,1.0
2,1.0,1.0,3,180,97.0,1,10.0,3,25,290,0.0
4,2.0,3.0,3,180,97.0,9,10.0,13,24,283,1.0
2,1.0,1.0,3,180,98.0,6,10.0,11,37,312,0.0
2,1.0,1.0,1,7,100.0,15,10.0,37,55,272,1.0
6,3.0,3.0,1,28,96.0,3,10.0,4,4,4,1.0
2,1.0,1.0,1,5,100.0,16,10.0,37,60,134,0.0
16,6.0,7.0,2,28,98.0,14,10.0,26,48,216,1.0
6,1.0,5.0,1,7,97.0,24,10.0,49,79,169,0.0
4,2.0,2.0,1,30,99.0,0,10.0,0,0,211,1.0
1,1.0,1.0,1,30,93.0,26,10.0,27,27,27,0.0
4,1.0,1.0,2,31,97.0,12,10.0,36,66,156,0.0
3,1.0,2.0,2,14,97.0,25,10.0,55,85,360,0.0
2,1.0,1.0,1,30,98.0,0,10.0,0,0,0,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,116,1.0
6,3.0,3.0,2,10,100.0,22,9.0,44,70,250,1.0
4,2.0,2.0,3,13,100.0,0,8.0,0,0,147,0.0
13,5.0,6.0,3,1125,100.0,17,10.0,38,56,226,1.0
2,1.0,1.0,3,29,95.0,3,10.0,11,11,265,1.0
2,1.0,1.0,1,1125,100.0,13,9.0,27,47,305,1.0
3,2.0,2.0,2,1125,100.0,9,9.0,25,41,103,0.0
2,1.0,1.0,1,30,100.0,0,10.0,18,18,161,0.0
4,2.0,2.0,1,29,96.0,12,10.0,29,58,148,0.0
2,1.0,1.0,2,31,100.0,0,10.0,0,28,118,0.0
4,1.0,2.0,2,30,99.0,4,10.0,16,34,65,0.0
2,1.0,1.0,2,1125,100.0,15,10.0,20,20,20,0.0
3,1.0,1.0,2,1125,100.0,0,10.0,0,0,0,0.0
2,1.0,1.0,30,1125,100.0,4,9.0,4,18,207,0.0
4,2.0,2.0,2,7,97.0,0,10.0,0,0,0,1.0
6,2.0,3.0,3,30,100.0,20,10.0,41,68,248,1.0
2,1.0,1.0,2,21,100.0,7,10.0,37,67,67,0.0
2,1.0,1.0,2,30,100.0,3,10.0,6,31,274,0.0
3,1.0,1.0,2,1125,100.0,13,10.0,29,32,32,0.0
2,2.0,2.0,30,1125,100.0,0,8.0,0,0,242,0.0
8,3.0,4.0,30,1125,100.0,0,10.0,0,0,70,1.0
4,1.0,1.0,1,11,100.0,4,10.0,10,24,282,0.0
3,1.0,2.0,2,1125,100.0,0,10.0,22,52,327,0.0
2,1.0,1.0,1,1125,100.0,14,10.0,40,70,106,0.0
6,3.0,3.0,3,1125,96.0,17,9.0,40,70,345,1.0
2,1.0,1.0,1,1125,99.0,20,10.0,47,77,352,0.0
2,1.0,1.0,1,1125,96.0,19,10.0,42,72,252,0.0
4,1.0,2.0,2,1125,100.0,5,10.0,23,53,328,0.0
6,3.0,4.0,2,1125,100.0,22,10.0,45,75,350,1.0
2,1.0,1.0,1,1125,100.0,24,10.0,25,25,25,0.0
2,1.0,1.0,1,1125,100.0,0,9.0,0,0,0,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,1,30,120,0.0
3,1.0,2.0,2,90,100.0,6,10.0,26,48,128,0.0
2,1.0,1.0,1,1125,100.0,2,10.0,3,31,31,0.0
1,1.0,1.0,1,1125,93.0,20,9.0,21,49,49,0.0
2,1.0,1.0,1,1125,100.0,3,10.0,7,13,272,0.0
